,X1,pros_page1,pros_page_rating_value,
898,102,lunch Mon - Thurs is pretty good,4,#N/A
899,102,"Work-Life balance is very good
Everyone is very helpful and friendly which will make it easy for freshers to cope up.
you can play Foosball in your free time :P",2,#N/A
900,102,Growing culture new engineers can learn alot here,4,#N/A
901,103,Fair pay and good exposure into finance,3,#N/A
902,103,"very good team ,good to start career",3,#N/A
903,103,"Lots of supplies, great stepping stone",4,#N/A
904,103,"Good work culture
Free transport and other facilities
Semi annual hikes",4,#N/A
905,103,"good work and friendly environment, cab, food,",4,#N/A
906,103,Somewhat flexible in allowing employees to work remotely when necessary,4,#N/A
907,103,"Lunch mon-thu
Snacks, coffee and various snacks are freely available
Work life balance
Good work gets rewarded
Flexible schedule including working from home available",4,#N/A
908,103,the culture is good and people are very friendly; you can gain different exposure to client groups,4,#N/A
909,103,"Work life balance
Surrounded by very smart people",2,#N/A
910,103,"It's good especially for freshers
Good facilities for employees like cab,big cafeteria etc...
Fast growing",4,#N/A
911,104,"very goo company to work, free cab facility, free food.",3,#N/A
912,104,Great Company in all Areas,3,#N/A
913,104,Great Coworkers and great place to start career,4,#N/A
914,104,"Free lunch, 401K match, young workforce, stock purchase plan",4,#N/A
915,104,"Relaxed work culture, no much pressure,",4,#N/A
916,104,"Free lunch 4 days a week, good medical benefits, comfortable office environment",4,#N/A
917,104,Best employee benefits that company can give,4,#N/A
918,104,Very good Work life Balance,4,#N/A
919,104,Benefits- paid lunch decent vacation package competitive salary,2,#N/A
920,104,"Great place to work, great people and environment",4,#N/A
921,105,Good for Women employees. They are safe here.,3,#N/A
922,105,The workplace have nice people around. There is a bunch of things to learn while at it too. There is not much pressure so there is a nice work-life balance.,3,#N/A
923,105,Had a nice office at 311 s wacker. Nice people. Free lunch / snacks.,4,#N/A
924,105,Good benefits and work environment.,4,#N/A
925,105,"Work Life Balance, properly managed by higher authorities",4,#N/A
926,105,Best work place for freshers and free transport.,4,#N/A
927,105,Great culture and place to grow your career,4,#N/A
928,105,"FactSet is a great company with good people and a good product. It starts with a fantastic training program and leads to great exposure for a entry level job. You quickly learn how to interact and communicate with clients of all levels and master the product (some excel but its 99% proprietary FactSet coding). 

Small company feel even though they've been around for decades. Free lunch, and nice offices with fully... stocked kitchens on each floor etc. A lot of autonomy after about a year. Depending on the office, a good amount of travel but its on your own schedule for the most part so its nice and easy, not a burden at all. Great work life balance, and job security. You can work 8:30 to 5:30 every day without a problem.",4,#VALUE!
929,105,"The environment, the people.  Depending on the team you can experiment with many newer technologies.",2,#N/A
930,105,great place to work,4,#N/A
931,106,"Work Culture, Work-Life Balance, Management, Transport, Food",3,#N/A
932,106,"Flexible work hours for Software Engineers
Paid time off can be used either as sick or vacation leave. This means you can use unused sick leaves as vacation leaves.
HMO coverage is the best. PEC covered also for dependents.",3,#N/A
933,106,"Healthcare benefits are good, free coffee and snacks.",4,#N/A
934,106,"1. Best place to work.
2. Work life balance.
3. Friendly management.
4. Good cultural activities.",4,#N/A
935,106,The facilities provided by company was good,4,#N/A
936,106,"Good work culture
Less pressure
Fun activities",4,#N/A
937,106,semi annual increments and cab facility,4,#N/A
938,106,"Team, World, Trust, Innovation, Collaboration",4,#N/A
939,106,Travailler avec des clients de différents profiles dans un vrais environment international.,2,#N/A
940,106,people are supportive and caring,4,#N/A
941,107,"- Exposure to a wide variety of technologies
- Generally smart, friendly, and helpful coworkers. Most employment horror stories don't apply to FactSet, everybody is decent here.
- A companywide appreciation for work/life balance. You won't be expected",3,#N/A
942,107,"- INCREDIBLE  Healthcare plan. I doubt I'll ever get a health plan this good again.

- Work life balance well in favour of the employee (unless you have on-call)

- Starting salary for fresh out of college employees is pretty good.",3,#N/A
943,107,"Good work/life balance
Reasonable benefits (free lunch, healthcare etc)
Friendly, polite people, nice atmosphere",4,#N/A
944,107,Best place to work and great environment,4,#N/A
945,107,"Great benefits, friendly people, reasonable expectations of employees.",4,#N/A
946,107,"Benefits are good - great health care plan, subsidized lunches, PTO, sponsored CFA with bonuses for passing
The work is occasionally quite interesting",4,#N/A
947,107,"Core work in the field of machine learning, Cooperative management, excellent projects",4,#N/A
948,107,Work from home option is great.,4,#N/A
949,107,"Work environment, yearly twice in pay hike, facilities & benifits,",2,#N/A
950,107,"Free transport, GOOD timings, less work pressure,",4,#N/A
951,108,"Best workplace, no stress, easy people",3,#N/A
952,108,"- Work Life Balance 
- Helpful people
- Good For Experienced people",3,#N/A
953,108,"Great Company
-good benefits and great culture",4,#N/A
954,108,Good Work Life Balance and Transportation,4,#N/A
955,108,"Great health benefits, smart, engaged, collaborative colleagues, collegial atmosphere, interesting work",4,#N/A
956,108,"Hikes are every 6 months....
Environment is nice",4,#N/A
957,108,"good place to work 
employee culture also good",4,#N/A
958,108,"good work-life balance;
good culture;
good benefit;",4,#N/A
959,108,"On-the-job learning, lots of responsibility, client-facing responsibilities, interesting software, decent access to product development, great colleagues, fun and smart work environment",2,#N/A
960,108,"interview process is easy only two rounds one is written and other is technical.
good for freshers.
two way transport.",4,#N/A
961,109,"The good:
- Health care was top notch. 
- Starting pay for college graduates was good.

The OK:
- There is 401k matching but on a 5-year vesting schedule.
- ESPP,  with sell restrictions.
- Lunch is free from the generic cafeteria. The food quality is pretty poor.
- Work-life balance is alright, however, there is also on-call, so depending on the team you might have to carry your laptop around with you 20%... of the time and likely get paged in the middle of the night. You are not compensated for days of free time lost due to pages of unstable systems.",3,#VALUE!
