Employer.s.Name,Review.Link,Job.Title,Review.Date,Review.City.Town.Name,Review.State.Name,Review.Country.Name,Current.Job,Length.of.Employment,Employment.Status,Overall.Satisfaction,Career.Opportunities,Compensation...Benefits,Senior.Leadership,Work.Life.Balance,Culture...Values,Business.Outlook,Recommend.to.Friend,CEO.Approval,Pros,Cons,Advice.to.Sr..Management,Headline,Employer.Response
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW6874072.htm, ,6/11/2015,New York,New York State,US,No,More than a year,Contract,3,2,3,1,2,1, ,No,No Rating,"Great location, talented people, competitive compensation",Some junior and mid-level executives play disgusting dirty politics. I offered resignation., ,Program Manager, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW6811934.htm,Human Resources Specialist,6/5/2015,New York,New York State,US,Yes, , ,4,4,4,4,5,4,Staying the Same,Yes,Approve,Great Culture and work/life balance,hierarchical strong and hard to speak freely sometimes, ,HR Specialist, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW6561544.htm,Human Resources Specialist,5/10/2015,New York,New York State,US,No,More than 3 years, ,3,3,4,3,3,2,Getting Better,No,Approve,"Excellent Brands, strong ethics and good management capability",Poor HR leadership with competition and politics dominating the agenda,HT needs to focus on the needs of the business rather than internal politics.,Strong business but confusion over HR strategy, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW6524510.htm,Human Resources Manager,5/6/2015,New York,New York State,US,No, , ,3,3,2,1,5,4,Staying the Same,No,Approve,"The people are smart and the work is challenging.   Great culture and there used to be the opportunity to build a lifelong, engaging career with the old S&P.",Brought in terrible HR leadership.   All the good people are gone now.,Return to your old values.,Was great until they brought in terrible leadership, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW6512888.htm, ,5/4/2015,New York,New York State,US,Yes, ,Full-time,1,1,2,1,1,1,Getting Worse,No,Disapprove,Storied history and brand that you can leverage to get another job elsewhere,"Too much to mention here, but in a nutshell, the company now has some activist shareholders from a hedge fund that have taken over a portion of the Board and now there is much more focus on cost cutting then before. Perhaps it will be good for shareholders, perhaps it won't, but either way, from the perspective of the employee, understand that your relationship with the company is much more transactional than before. Sadly, environment is much more cutthroat. Company is much more short term focused so don't expect them to invest in you or be loyal to you like before, so no need for employees to be anything else in return. Empty words from executives  through their messaging departments have no credibility if they make any other pretense. Therefore, for an employee, best to look out for your own self interest. For more people, that means be on an aggressive job search to secure employment elsewhere and leverage the one strong point of working at this company (it's well known brand name) to get out as fast possible.",Just break up the company into the business units and eliminate corporate executive management.,Get out as fast as possible, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW6470769.htm,Analyst,4/29/2015,New York,New York State,US,Yes,More than 5 years,Full-time,3,1,3,3,5,4,Staying the Same,No,Approve,"Favorable expected employment growth
Fixed hours 9 to 6","Competition for jobs
No ppportunities for advancement", ,Analyst, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW6316323.htm, ,4/11/2015,Hightstown,New Jersey,US,Yes, , ,4,4,4,3,4,3, , ,No Rating,Benefits are great...people are nice,Too many management layer...too many leaders, ,Great, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW6244645.htm,IT Engineer,4/1/2015,New York,New York State,US,Yes, , ,1,1,2,1,1,2,Getting Worse,No,No Rating,"Yeah, keeping it real!!  This global conglomerate is now producing more revenue offshore than in the U.S.  Benefits are good.",Raises do NOT compete with the rest of the corporate landsacape - 2.3% does not even keep up with inflation.  You insult your employees MHF.,Dearest Doug Peterson and management - you are not the only game in town.  Here's what we know: you don't care about your employees or value us.  Thanks anyway.,Stingy, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW6196987.htm,Mid Management,3/26/2015,New York,New York State,US,No, , ,2,1,3,2,1,3,Getting Better,No,Approve,Great people to work with,too many brands and the trajectory of the strategy changes as much as the management layer. Upward mobility is almost impossible in anything but the sales groups. management style is not condusive to innovation,Enable those closest to the customer  to innovate,"Still in change mode, I worked for McGraw Hill Construction", 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW6178322.htm,Global Product Manager,3/23/2015,New York,New York State,US,Yes,More than 10 years,Full-time,4,4,3,3,4,4,Getting Better,Yes,No Rating,"Offers Opportunity to develop broad set of skill set if desired; interesting opportunities to work across different business units (S&P Dow Jones Indices, S&P Capital IQ, Standard & Poor's Ratings Services, Platts, JD Power)","Too many recent restructerings of the business/sales model with little long-term advantages at S&P Capital IQ because changes get undone in cycles
S&P Capital IQ is a strong data player, but has little strength in analytical risk expertise", ,S&P Capital IQ, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW6095431.htm,Executive Assistant,3/11/2015,New York,New York State,US,No, , ,2,2,4,2,4,3,Staying the Same,No,No Opinion,"Reputable name, great benefits and reasonable expectations with hours based on your manager, team and projects, great colleagues and employee Interaction groups.","Lacked forward-thinking approaches, multiple layoffs, employees are easily pigeon-holed, little to no room for growth. Lack of diversity in executive leadership management.", ,Publishing Company in Constant Flux, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW6053420.htm,Data Associate,3/5/2015,New York,New York State,US,Yes,More than 8 years,Full-time,4,3,4,4,3,3,Getting Better,Yes,Approve,"Compensation is among the best in the workplace.
Benefits are great.
Additional perks depending on employee involvement.","Long hours depending on business units or projects.
Personal growth depends solely in the individual.", ,Great place to work!, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW5484887.htm,Director,12/4/2014,New York,New York State,US,No,More than 5 years,Full-time,3,2,3,2,4,2,Getting Worse,No,No Rating,"health benefits, commuter benefits, job security(generally speaking)","slow-moving, stoic management style, not much transparency",make people want to come to work. a little cheerleading and congratulations go a long way,no more human factor...strictly business, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW5336795.htm,Human Resources Coordinator,11/7/2014,New York,New York State,US,Yes,Less than a year,Contract,4,3,5,2,5,3,Getting Better,Yes,No Opinion,"McGraw-Hill offered a great salary, great benefits, great people and decent working environment. Started as an intern then converted to temp coordinator.","change management issues, started as an intern then converted to a temporary coordinator. this is why I left, I felt like they didn't value my role/contributions to the organization", ,Nice Company, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW5290088.htm,Finance,10/31/2014,Hightstown,New Jersey,US,Yes,More than 10 years,Full-time,2,2,2,1,3,2,Getting Worse,No,No Rating,Used to be a very employee focus company,Inside promotions are always good for moral of the employees,More focus on training and hiring the intelligent upper managers/Directors.,Former Employee, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW5251012.htm,Associate,10/26/2014,New York,New York State,US,Yes,More than a year,Full-time,3,2,2,3,5,3,Getting Better,Yes,Approve,"Very nice people and work/life balance, interesting work","Limited upward movement, limited people development",Create career-path instead of just a place for retirement,"Great company and work life balance, but upward movement limited", 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW5165980.htm,Analyst,10/14/2014,New York,New York State,US,Yes,More than a year,Full-time,4,4,4,4,4,4,Getting Better,Yes,No Opinion,"pay, work life balance, corporate culture",still somewhat disorganized and siloed,"doesn't matter what i say here, not at all",So far so good, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW5081794.htm,Software Engineer,10/1/2014,Princeton,New Jersey,US,No,Less than a year,Intern,4,4,4,0,4,0,Getting Better,Yes,Approve,"Great and helpful colleagues, nice environment and they really know how to take care of their interns.","Computers given for working were not in great condition, computer had breakdown twice.", ,It was a great experience working on my first internship at a really great company., 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW5072652.htm,Director,9/30/2014,New York,New York State,US,Yes,More than 3 years,Full-time,4,5,4,4,4,4,Staying the Same,Yes,Approve,"Great opportunities for stretch assignments. If you're an accountable person, you'll do well once you get the hang of working with the various teams. The company provided opportunities for self-education and my management believed in developing individuals on the team. There was a normal level of politics across departments and units. Most of the people are super to work.",Company has been in a state of flux for three years as the operating model had been 'being worked on' at the upper level ('corporate').  We seem close to finished with all of that though. The business units enjoy autonomy which can lead to different units handling things differently.,"Make longer-term decisions, not just short term.",Good for professional growth, 
