"","Employer.s.Name","Review.Link","Job.Title","City.Town.Name","State.Name","Country.Name","Interview.Date","Interview.Difficulty","Interview.Length..no..of.days.","Process","Interview.Outcome","Overall.Experience","Why.Decline","Negotiation.Phase","Interview.Question.1","Interview.Question.2","Interview.Question.3","Interview.Question.4","Interview.Question.5","Employer.Response"
"369","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3820411.htm","Research Associate","Gurgaon","Haryana","India","3/6/2014","Difficult",15,"The Capital IQ interview process has 5 steps – Every round is elimination round. 1st step is an IQ test - written test (Math and Vocab – aptitude exam) 2nd step is HR interview. Questions may include definitions of mergers and acquisitions and more finance/investment questions. 3rd step: Technical exam written for 60 mins /90 mins (finance basics and merger and acquisitions) The above 3 rounds can happen on the same day. Atleast 2 rounds will happen in same day. If you clear the first 3 rounds. You would get call for the next round in 7-8 working days (max) 4-5 rounds would be personal interview – Director Rounds.","Accepted Offer","Positive"," "," ","tell me about yourself in one minute"," "," "," "," ",NA
"370","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3896578.htm","Research Associate"," "," "," ","3/19/2014","Average",7,"first round was the aptitude and English test...the level of the paper was easy the second was the technical interview round ...asked...diff btwn stocks and bonds...mergers..and other finance related terms","No Offer","Neutral"," "," ","the difficulty of the ques asked in the interview was average since I was a B.Tech grad but the ques asked to a commerce background student were different and a bit difficult "," "," "," "," ",NA
"371","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW1165559.htm","Research Associate","Gurgaon","Haryana","India","10/22/2011","Average",10,"capital iq came for a pool campus recruitement in our college. first round was aptitude test of half an hour. it consisted basic eng n maths ques like what does nailing on head mean, what is returning t home mean, basic permutation n combination ques, percntage etc. then we had a HR interview asking about basic finance concepts, n checking ur confidence. ques were abt hedge funds, ratios, venture capital, M&A, its latest eg, asset mgmt company. then we had a level 2 test. there were 3 papers each of 60,80,90 min duratio. different ppl recieved diff tests. one was on basic finance, Di. one was on M&A n the last was on strategies n DI. waiting for the result of this. fingers crossed. if cleared will hav an interview with the manager n director.","Accepted Offer","Positive"," "," ","what are asset management co. what are hedge funds"," "," "," "," ",NA
"372","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW903754.htm","Research Associate"," "," "," ","4/19/2011","Average",90,"The interview was a long process consisting of 2 written tests and 3 rounds of interview.","Accepted Offer","Neutral"," "," ","which is the latest movie that u'v seen?"," "," "," "," ",NA
"373","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW911430.htm","Research Associate"," "," "," ","4/25/2011","Difficult",14,"interview was tough and lenghty.. but was not intimidating","Accepted Offer","Positive"," ","No scope of negociation","people say its a monotonus job.. do u still want to be hired"," "," "," "," ",NA
"374","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW861966.htm","Research Associate"," "," "," ","3/21/2011","Average",1,"Why do you want to work for Capital IQ? What do know about the company? what do you know about the position you applying?","Declined Offer","Neutral"," "," ","Why do you to work for Capital IQ?","what do you do now?"," "," "," ",NA
"375","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW763151.htm","Research Associate"," "," "," ","1/6/2011","Average",28,"After a basic test with simple math and english problems and a write up about why you want to join the company. this was followed by a 5 min interview.. simple hr questions about background, why capital iq etc.Then a presentation about the company and another written test which lasted 90 mins.Finance and maths questions.","No Offer","Neutral"," "," ","What are Hedge Funds?"," "," "," "," ",NA
"376","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW674892.htm","Research Associate","New Delhi","Delhi","India","10/7/2010","Average",3,"Hiring Process: On the Campus o Aptitude Test for the shortlisted candidates o Placement Coordinator will make sure that students attach a copy of their CV with a photograph (mandatory) with the Aptitude Test. o Company Presentation o Shortlisted Candidates via aptitude test go through an HR round of Interview o Candidates from the HR round undergo a Level II test Selected candidate proceed for off the campus interview","Declined Offer","Neutral"," "," ","Introduce yourself","what do you know about CIQ?"," "," "," ",NA
"377","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW711623.htm","Research Associate","Gurgaon","Haryana","India","11/11/2010","Average",2,"1. Presentation was given by the company in my college. 2. A one page form was asked to filled up which also contains few basic grammar usage questions and 2-3 mental ability questions. 3. Selected students were asked for HR Interview. It lasted for about 1 min. 4. After eliminating few students again , IInd aptitude test was conducted. It was for 80 min. and had 4 sections. a. General Knowlege b. An write up c. Passage (Very easy) d. CAT kind of Logical reasoning and English 5. after few days I was called for IInd Interview. It lasted for around 10 min. General questions based on my Internship and CV were asked. I could not clear this round. ----&gt; There was one more round after this which was ""interview with director"".","No Offer","Neutral"," "," "," what is SENSEX ?","What have you done in your Internship ?","What is cannabalization?"," "," ",NA
"378","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW267748.htm","Research Associate","City of London","England","UK","8/12/2009","Very Easy",30,"Simple question not like those ""boring"" questions that some companies ask... questions include: what modules did you like at university? what modules you disliked? background? culture? job experience?","No Offer","Positive"," "," ","how did you adapt to the british culture?"," "," "," "," ",NA
"379","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW2222311.htm","Research Associate","Gurgaon","Haryana","India","12/20/2012","Average",3,"there are 4 levels: level 1 - Aptitude Test Level 2- HR interview round Level 3- Finance Test Level 4- Final Interview","No Offer","Positive"," "," ","n.a."," "," "," "," ",NA
"380","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW2207333.htm","Research Associate","Gurgaon","Haryana","India","12/13/2012","Average",1,"First there was a 30 minutes aptitude test, along with personal detail form. Aptitude test contained basic reasoning, maths and English questions. total 18 question were there of 20 marks. close to 15% people were shortlisted. i was the first one to interview, the person interviewing was an HR professional with not much financial knowledge, asked basic questions like what is Hedge Fund? name any recent acquisition. Difference between Merger & Acquisition? Had difference related to salary so, she gave me an offer to walk out from interview which i exercised.","No Offer","Positive"," "," "," "," "," "," "," ",NA
"381","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW2159958.htm","Research Associate","Gurgaon","Haryana","India","11/26/2012","Difficult",NA,"the process started with the general aptitude test, which consisted of Quants, reasoning ( very easy), English. After clearing the test there is a small HR round which is basically taken to check the communication skills. After the HR round there were 2 more rounds of written test which consists of business description, case study, financial awareness logical reasoning etc. If the candidate clears both the rounds the final round is with the senior managers and some times director of the process too.","Accepted Offer","Negative"," "," ","Who is the CEO of NYSE"," "," "," "," ",NA
