"Employer.s.Name","Review.Link","Job.Title","Review.Date","Review.City.Town.Name","Review.State.Name","Review.Country.Name","Current.Job","Length.of.Employment","Employment.Status","Overall.Satisfaction","Career.Opportunities","Compensation...Benefits","Senior.Leadership","Work.Life.Balance","Culture...Values","Business.Outlook","Recommend.to.Friend","CEO.Approval","Pros","Cons","Advice.to.Sr..Management","Headline","Employer.Response"
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7077950.htm","Financial Research Analyst","7/1/2015","New Delhi","Delhi","India","Yes"," "," ",5,5,5,5,5,5,"Getting Better","Yes","Approve","Good Working Environment ,Proper Training Facilities, Proper Compensation","Lack of Flexibility, Working Time problem , Overloaded projects","Nothing","Finance"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6991578.htm"," ","6/23/2015","Hyderabad","Telangana","India","Yes","More than 10 years","Full-time",3,2,2,4,3,4,"Getting Better","Yes","Approve","Good Exposure to global teams
healthy competitive environment","Teams management is limited to local office
Salaries are not up to the market","Internal mobility withing different jobs should be encouraged","Project Lead"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6737520.htm","Analyst","5/29/2015","Hyderabad","Telangana","India","Yes","More than a year","Full-time",3,5,3,1,2,5,"Getting Better","Yes","No Rating","Competitive packages comparatively.
Long-term job security as long as met expectations.","Not an MNC or Corporate environment inside.
Top and middle managers untrained in people management. communication skills, administration and soft skills.
Lot of traditional methods followed. Not up-to-date with technology in non-business operations.
Overly Bossy and unprofessional nature of middle management.
Comparatively poor infrastructure and office administration.
Uncleanliness of cafeteria utensils. Bad maintenance of washrooms.","Transparency to associates is essential. Over-secrecy of small things hurts employees motivation.
Nothing wrong in openly and personally communicating with associates on a daily basis. Can be informal when not talking business.
Should understand that associates deserves equal respect as middle and top managers.
Globally-accepted management and leadership principles should be inculcated.
Team mangers need not be overly bossy.","No MNC environment inside"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6616329.htm","Senior Software Engineer","5/16/2015","Gurgaon","Haryana","India","Yes"," "," ",3,3,3,2,3,2," ","Yes","No Rating","good pay if you can negotiate intially before joinng otherwise soon u realize that i am getting very less compare to others, good work life balance, good bonus,low presuure","no cab for general shift, no professional environment."," ","Good Company so for"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6590769.htm","Database Engineer II","5/13/2015","Gurgaon","Haryana","India","Yes","More than 3 years","Full-time",3,3,4,3,4,4,"Getting Better","Yes","No Opinion","1) Work Life Balance
2) Good Perks","1) Less Onsite opportunities
2) Less appraisal"," ","Nice place to Work.."," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6534693.htm","Quality Analyst","5/7/2015","Hyderabad","Telangana","India","No"," "," ",5,5,5,5,5,5," "," ","No Rating","Great Exposure to New technologies.
Awesome Management.
Decent Pay and good work culture.
Great work-life balance","No Cons to share about this company","Keep going...","Good Place to work"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6504249.htm","Senior Manager, Database Administration","5/4/2015","Hyderabad","Telangana","India","Yes","More than 8 years"," ",5,4,3,5,3,4,"Getting Better","Yes","Approve","Non Corporate Culture, explore technology, freedom","Moving towards Corporate Culture, progress of rigid process implementation"," ","Awesome"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6489457.htm","Software Engineer Intern","5/1/2015","Hyderabad","Telangana","India","No"," "," ",5,5,4,4,5,5,"Getting Better","Yes","Approve","Got exposure to new technologies.  Have a good working environment. Employees are very friendly and always try to help each other.","You have to take initiative on your owns for the work.","Keep it up","It is a good place to do internship."," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6465877.htm","Automation Engineer","4/28/2015","Gurgaon","Haryana","India","Yes"," "," ",3,3,2,3,4,3," "," ","No Rating","I was in automation team learning wise its good if you are involve in delivering cream.","Growth financial wise is not vgood here. you will get promotion after 18 month of your joining even if you deliver best.","If you willing to take the best candidate pay for it.","good"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6438226.htm","Junior Research Associate","4/25/2015","Hyderabad","Telangana","India","Yes"," "," ",5,4,4,4,4,4,"Getting Better","Yes","Approve","Work life balance, lunch subsidy, healthy atmosphere","Telugu speaking people sometimes difficult to communicate with","None","junioour research associate"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6334769.htm","Financial Analyst","4/14/2015","Hyderabad","Telangana","India","Yes","More than 5 years","Full-time",5,5,5,5,5,5,"Getting Better","Yes","No Rating","Salary, Work life balance, growth, infrastructure, facilities","Leave, Leave, Leave Leave, Leave"," ","Excellent job environment with growth"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6275797.htm","Junior Research Associate","4/6/2015","Hyderabad","Telangana","India","Yes"," "," ",3,1,3,1,1,2,"Staying the Same","No","Approve","Good Enivironment. salaries are good.
No time stretch.","No corporate culture.
Everyone  speaks mother tongue.
only one hour break including breakout time.","nothing","Its good but growth wise its too late. Its  takes lot of time to promote to next level."," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6215854.htm","Junior Research Associate","3/29/2015","Hyderabad","Telangana","India","Yes","More than 3 years","Full-time",3,4,4,2,3,3,"Getting Better","Yes","No Rating","Gd...salary,process where you can learn for your future growth","Poor Management, No co-operation between management and functional level employee","Make employee participation in other functional level of a department.","Working with Debt Capital structure as Research Associate"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6153071.htm","Research Associate","3/19/2015","Gurgaon","Haryana","India","No","More than a year","Full-time",4,2,4,4,4,5,"Getting Better","Yes","No Rating","Good salary, benefits, balance, location.","less growth, monotonous, not front end"," ","Great"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6147740.htm","Research Associate","3/19/2015","Gurgaon","Haryana","India","Yes","More than a year","Full-time",2,1,3,2,4,2,"Getting Worse","No","No Opinion","Decent starting salary.
Good Work life balance.","Everything else.
Its a monotonous place & not worth the time investment."," ","Its not worth your time."," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6125871.htm","Quality Analyst","3/16/2015","Hyderabad","Telangana","India","No","Less than a year","Intern",5,4,5,5,5,5,"Getting Better","Yes","Approve","Very good work atmosphere, freedom to innovate","Not even one that I can think of.","none","Awesome"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6025305.htm","Team Leader","3/1/2015","Hyderabad","Telangana","India","Yes","Less than a year","Full-time",4,4,4,4,3,3,"Getting Better","Yes","Approve","you can learn here. get the knowledge how to play in a team or how to handle a team","Balancing work and personal life is a big challenge here","no nothing as such..","It was pretty good. Good place to work"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6003153.htm"," ","2/26/2015","Hyderabad","Telangana","India","Yes","More than a year","Full-time",4,3,3,4,4,3,"Staying the Same","Yes","Approve","Good working environment  and colleagues are cooperative.","I didn't find any cons for the company. It is overall good company."," ","Satisfied with company."," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW5917449.htm","Quality Analyst","2/14/2015","Hyderabad","Telangana","India","No","More than a year","Full-time",4,4,3,3,4,4,"Staying the Same","Yes","No Rating","Environment conducive to learn , friendly collegues","Rigid with shuffling roles in the team"," ","Decent place to work"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW5839500.htm","Business Analyst","2/3/2015","New Delhi","Delhi","India","No","Less than a year","Full-time",4,4,4,4,4,4,"Getting Better","Yes","No Opinion","It probides a handsome salary with good working environmentits good for freshers","Not many things to learn.there is a conventiomal way of workimg","Good going","Satisfied"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW5824002.htm","Quality Analyst","1/31/2015","Hyderabad","Telangana","India","Yes","More than 3 years","Full-time",2,3,3,1,4,3,"Getting Worse","No","No Opinion","Good work life balance and friendly environment","No matter how great you do. Your bonus and your hike is decided already and the freshers are penalized the most","You take the brightest minds and do not provide them a good career path.","Not a good place anymore"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW5806999.htm"," ","1/29/2015","Hyderabad","Telangana","India","Yes","More than 3 years","Full-time",3,4,3,3,4,2,"Getting Better","Yes","Approve","Lot of things to learn, good compensation for freshers, good work life balance","office culture, no competition","Focus on office culture, women empowerment","Good company to start as a fresher."," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW5719772.htm","Software Developer","1/17/2015","Hyderabad","Telangana","India","No","More than a year","Full-time",3,4,4,4,4,4,"Staying the Same","No","No Opinion","Good salary, flexible timings, decent work culture","Monotonous work, will not get much chance to learn"," ","Not a company, if you are aiming high"," "
